episode,elapsed_time,step,loss_p1,loss_p2,q_p1,q_p2,eps_p1,eps_p2,reward_p1,reward_p2
185,81.19,476500,0.018662817776203156,0.0228935144841671,17.28231430053711,13.882257461547852,0.78,0.78,-277.5,-285.0
186,0.913,477000,0.0896901786327362,0.013947846367955208,16.80544662475586,13.094862937927246,0.779,0.779,-3.0,-3.0
186,10.787,477500,0.12135203927755356,0.028021737933158875,17.931041717529297,13.590065956115723,0.779,0.779,-39.0,-37.5
186,20.552,478000,0.0584605410695076,0.01918935403227806,17.3182373046875,13.899168968200684,0.779,0.779,-73.5,-72.0
186,30.315,478500,0.0252314954996109,0.01245450135320425,18.231689453125,13.869124412536621,0.779,0.779,-108.0,-103.5
186,40.115,479000,0.04905922710895538,0.005193800665438175,18.796194076538086,13.64691162109375,0.779,0.779,-141.0,-139.5
186,49.804,479500,0.1894121915102005,0.010713079944252968,19.51589012145996,13.539636611938477,0.779,0.779,-175.5,-171.0
186,59.519,480000,0.017091013491153717,0.004310031421482563,20.07036590576172,14.067188262939453,0.779,0.779,-205.5,-204.0
186,69.464,480500,0.08015355467796326,0.012044665403664112,21.882734298706055,13.916504859924316,0.779,0.779,-240.0,-238.5
186,79.317,481000,0.12791971862316132,0.013519691303372383,19.862794876098633,13.705110549926758,0.779,0.779,-274.5,-271.5
186,89.141,481500,0.015464046970009804,0.003567818785086274,20.65947723388672,13.336297988891602,0.779,0.779,-307.5,-304.5
187,9.186,482000,0.07810861617326736,0.004339476581662893,21.368419647216797,13.181479454040527,0.778,0.778,-30.0,-31.5
187,19.053,482500,0.03277519717812538,0.006888784468173981,21.698396682739258,13.41884994506836,0.778,0.778,-64.5,-64.5
187,29.297,483000,0.07996714115142822,0.0029741276521235704,21.98259735107422,13.12236213684082,0.778,0.778,-99.0,-99.0
187,39.957,483500,0.04682201147079468,0.0019096112810075283,21.37611198425293,12.661625862121582,0.778,0.778,-106.0,-102.5
187,49.909,484000,0.06136003136634827,0.0036840836983174086,21.29519271850586,12.755560874938965,0.778,0.778,-30.0,-26.5
188,4.561,484500,0.05992179363965988,0.028859296813607216,21.038734436035156,12.86079216003418,0.777,0.777,-16.5,-10.0
188,14.299,485000,0.055942513048648834,0.0045663779601454735,20.51296615600586,12.46243953704834,0.777,0.777,54.5,77.5
189,0.357,485500,0.08322516828775406,0.005804295185953379,21.74462890625,12.174789428710938,0.776,0.776,-1.5,-1.5
189,10.481,486000,0.053829655051231384,0.05446663871407509,21.522958755493164,12.668601989746094,0.776,0.776,-0.5,1.5
189,20.187,486500,0.13181562721729279,0.016175266355276108,21.664348602294922,12.168193817138672,0.776,0.776,100.0,84.0
190,6.317,487000,0.1378101110458374,0.015621894039213657,21.32435417175293,12.528751373291016,0.774,0.774,-24.0,-24.0
190,16.138,487500,0.012958452105522156,0.004008723888546228,21.141437530517578,12.585084915161133,0.774,0.774,40.5,34.0
190,25.952,488000,0.04199006035923958,0.0021323009859770536,19.47166633605957,12.544898986816406,0.774,0.774,72.5,51.5
191,4.431,488500,0.011992485262453556,0.14034540951251984,21.343223571777344,12.693400382995605,0.773,0.773,3.0,16.0
191,14.398,489000,0.20569336414337158,0.09218200296163559,19.98314094543457,12.34233570098877,0.773,0.773,28.5,90.5
192,6.002,489500,0.1895037591457367,0.062165919691324234,20.625612258911133,12.306406021118164,0.772,0.772,44.0,55.5
193,0.859,490000,0.04813254252076149,0.044243618845939636,20.417266845703125,12.984033584594727,0.771,0.771,-3.0,-4.5
193,10.514,490500,0.17071206867694855,0.02321261540055275,20.068510055541992,12.56960391998291,0.771,0.771,74.5,71.5
194,3.017,491000,0.13791877031326294,0.010183070786297321,19.213905334472656,13.357148170471191,0.77,0.77,2.5,2.5
194,12.924,491500,0.023066703230142593,0.07483640313148499,20.793262481689453,13.968192100524902,0.77,0.77,28.0,39.5
195,0.307,492000,0.12637567520141602,0.15030375123023987,19.662151336669922,13.025238990783691,0.768,0.768,-1.5,-1.5
195,10.439,492500,0.04708442836999893,0.04198529198765755,19.4510440826416,14.163156509399414,0.768,0.768,63.0,55.0
196,2.125,493000,0.00965969543904066,0.06714032590389252,19.84744644165039,14.222126960754395,0.767,0.767,-1.0,-1.0
196,12.153,493500,0.2053820937871933,0.019248850643634796,20.212133407592773,14.449091911315918,0.767,0.767,55.5,81.5
197,0.015,494000,0.011403967626392841,0.1352422535419464,20.398433685302734,15.222183227539062,0.766,0.766,-1.5,0.0
197,9.599,494500,0.021801937371492386,0.019691525027155876,19.68569564819336,15.474081039428711,0.766,0.766,37.0,29.0
197,19.087,495000,0.1017676442861557,0.10709694772958755,21.550355911254883,15.163068771362305,0.766,0.766,2.5,-7.0
197,28.848,495500,0.06619646400213242,0.16613911092281342,21.789188385009766,15.645593643188477,0.766,0.766,-30.5,-40.0
197,38.654,496000,0.16869708895683289,0.10754400491714478,21.85957908630371,15.963574409484863,0.766,0.766,-65.0,-73.0
197,48.553,496500,0.16946293413639069,0.09296800941228867,22.456180572509766,16.805740356445312,0.766,0.766,-99.5,-107.5
197,58.575,497000,0.017218198627233505,0.13226409256458282,23.516756057739258,17.121776580810547,0.766,0.766,-131.0,-142.0
197,68.182,497500,0.0817938968539238,0.1944132298231125,23.58514976501465,17.52162742614746,0.766,0.766,-164.0,-175.0
197,77.834,498000,0.028763487935066223,0.07116910815238953,23.42597198486328,18.774394989013672,0.766,0.766,-198.5,-208.0
197,87.393,498500,0.055873338133096695,0.09251439571380615,23.749778747558594,19.438386917114258,0.766,0.766,-231.5,-242.5
198,7.086,499000,0.06584227085113525,0.16014966368675232,22.94105339050293,19.493202209472656,0.765,0.765,26.5,46.0
198,16.885,499500,0.05045878142118454,0.17567266523838043,23.75238037109375,19.942760467529297,0.765,0.765,39.0,37.5
198,26.629,500000,0.0394602045416832,0.038444820791482925,24.047046661376953,21.069976806640625,0.765,0.765,3.0,3.0
198,36.129,500500,0.02767815813422203,0.024277566000819206,24.71714973449707,21.70943832397461,0.765,0.765,-31.5,-33.0
198,45.651,501000,0.10539425909519196,0.11685627698898315,24.080345153808594,21.794178009033203,0.765,0.765,-64.5,-67.5
198,55.297,501500,0.059914495795965195,0.14199066162109375,25.138355255126953,22.31543731689453,0.765,0.765,-97.5,-102.0
198,64.861,502000,0.04181058332324028,0.04870167747139931,24.40213394165039,23.560802459716797,0.765,0.765,-133.5,-135.0
198,74.444,502500,0.00871381163597107,0.016483701765537262,23.779850006103516,23.731401443481445,0.765,0.765,-166.5,-169.5
198,84.472,503000,0.02686387114226818,0.06293904036283493,24.653148651123047,22.72237205505371,0.765,0.765,-201.0,-204.0
199,4.51,503500,0.013593794777989388,0.08424311876296997,23.8236083984375,24.823657989501953,0.764,0.764,17.5,22.5
199,14.137,504000,0.023668872192502022,0.14343182742595673,23.47513771057129,24.56473159790039,0.764,0.764,-10.5,6.0
199,24.297,504500,0.005986975040286779,0.18637095391750336,23.880054473876953,25.02672004699707,0.764,0.764,-43.5,-30.0
199,34.181,505000,0.020644595846533775,0.23606953024864197,24.17951202392578,24.935848236083984,0.764,0.764,-75.0,-64.5
199,44.292,505500,0.005551526322960854,0.04491864889860153,23.308387756347656,26.797500610351562,0.764,0.764,-108.0,-100.5
199,54.27,506000,0.015584483742713928,0.11472613364458084,22.954891204833984,26.0806884765625,0.764,0.764,-142.5,-135.0
199,63.652,506500,0.0033074761740863323,0.042752206325531006,22.631980895996094,27.391265869140625,0.764,0.764,-177.0,-169.5
199,73.361,507000,0.011054734699428082,0.022380799055099487,22.075572967529297,26.260433197021484,0.764,0.764,-210.0,-205.5
199,83.084,507500,0.029650410637259483,0.00965920090675354,22.452112197875977,27.494121551513672,0.764,0.764,-244.5,-238.5
200,3.06,508000,0.02353690378367901,0.043493688106536865,21.97901153564453,26.298410415649414,0.762,0.762,9.0,9.0
200,13.297,508500,0.00715176435187459,0.005628110375255346,21.141889572143555,26.443464279174805,0.762,0.762,7.0,-11.0
200,22.967,509000,0.016190776601433754,0.05914001166820526,21.062450408935547,26.732912063598633,0.762,0.762,-27.5,-44.0
200,32.58,509500,0.009024190716445446,0.01911124587059021,20.75080108642578,26.582643508911133,0.762,0.762,-60.5,-78.5
200,42.477,510000,0.021523909643292427,0.10637114942073822,20.749496459960938,26.006141662597656,0.762,0.762,-95.0,-113.0
200,52.236,510500,0.0038923374377191067,0.10559973120689392,20.193431854248047,26.98460578918457,0.762,0.762,-129.5,-146.0
200,61.938,511000,0.015053324401378632,0.013089709915220737,20.180320739746094,26.473112106323242,0.762,0.762,-162.5,-180.5
200,71.711,511500,0.006346249952912331,0.06365378946065903,19.72542381286621,26.01079750061035,0.762,0.762,-197.0,-216.5
200,83.258,512000,0.009272446855902672,0.017593782395124435,19.776514053344727,26.883136749267578,0.762,0.762,-230.0,-249.5
201,5.076,512500,0.02040797844529152,0.006876680534332991,19.255348205566406,26.5244140625,0.761,0.761,4.5,11.0
201,17.335,513000,0.015212700702250004,0.03778272122144699,18.791717529296875,26.093599319458008,0.761,0.761,36.5,62.5
201,29.448,513500,0.04535951837897301,0.035109665244817734,18.396921157836914,26.180635452270508,0.761,0.761,3.5,28.0
201,41.469,514000,0.030888013541698456,0.023946290835738182,19.02355194091797,25.866859436035156,0.761,0.761,-32.5,-6.5
201,53.047,514500,0.0030349548906087875,0.03808147460222244,18.60181999206543,25.491689682006836,0.761,0.761,-67.0,-41.0
201,64.93,515000,0.006679052021354437,0.024483032524585724,18.16496467590332,25.291189193725586,0.761,0.761,-100.0,-75.5
201,76.613,515500,0.035619333386421204,0.019357819110155106,18.262805938720703,25.24593162536621,0.761,0.761,-133.0,-110.0
201,88.285,516000,0.008030058816075325,0.015575994737446308,17.431808471679688,25.170188903808594,0.761,0.761,-169.0,-143.0
202,10.854,516500,0.061206478625535965,0.03329457342624664,17.13370704650879,24.240711212158203,0.76,0.76,9.0,2.5
202,23.01,517000,0.01753053441643715,0.03293691948056221,16.625913619995117,23.735755920410156,0.76,0.76,54.0,73.5
202,35.131,517500,0.05313720926642418,0.016615005210042,17.25826072692871,23.6148681640625,0.76,0.76,19.5,39.0
202,47.196,518000,0.06720719486474991,0.019995439797639847,16.772953033447266,23.296581268310547,0.76,0.76,-15.0,7.5
202,58.8,518500,0.01270636823028326,0.0033720845822244883,16.281864166259766,23.304832458496094,0.76,0.76,-46.5,-27.0
202,70.94,519000,0.04286282882094383,0.021233072504401207,16.389253616333008,22.93578338623047,0.76,0.76,-81.0,-60.0
202,86.209,519500,0.012863400392234325,0.009801234118640423,15.999160766601562,22.64325714111328,0.76,0.76,-114.0,-93.0
203,9.548,520000,0.0028077783063054085,0.021826038137078285,15.857044219970703,22.006189346313477,0.759,0.759,36.5,30.0
203,26.281,520500,0.004799202084541321,0.007790884468704462,15.924764633178711,21.58699607849121,0.759,0.759,47.5,49.0
203,46.617,521000,0.026023682206869125,0.015420418232679367,15.324859619140625,21.181625366210938,0.759,0.759,11.5,14.5
203,60.536,521500,0.012602047994732857,0.035870037972927094,15.804023742675781,21.35762596130371,0.759,0.759,-21.5,-17.0
203,70.455,522000,0.036539226770401,0.010305997915565968,15.974899291992188,20.795198440551758,0.759,0.759,-56.0,-48.5
203,80.415,522500,0.023353802040219307,0.013968558982014656,16.107955932617188,19.696949005126953,0.759,0.759,-89.0,-83.0
204,0.469,523000,0.0614425390958786,0.02328474074602127,16.222923278808594,20.52802848815918,0.758,0.758,-3.0,-1.5
204,10.615,523500,0.0546405054628849,0.011755609884858131,16.157331466674805,19.615062713623047,0.758,0.758,35.5,24.0
204,20.463,524000,0.007287818938493729,0.023407109081745148,16.416454315185547,19.812698364257812,0.758,0.758,105.0,87.0
204,30.468,524500,0.10893599689006805,0.004669606685638428,16.11968994140625,19.08779525756836,0.758,0.758,90.0,70.0
205,0.015,525000,0.010941614396870136,0.044298309832811356,15.392389297485352,19.174423217773438,0.757,0.757,-1.5,0.0
205,9.927,525500,0.1869065761566162,0.0041402410715818405,16.31105613708496,18.799697875976562,0.757,0.757,16.0,16.0
205,19.962,526000,0.0987815260887146,0.08338668197393417,15.89120101928711,19.015825271606445,0.757,0.757,87.0,74.0
206,5.425,526500,0.06023542955517769,0.09671467542648315,15.438675880432129,17.95415687561035,0.755,0.755,18.0,11.5
206,15.136,527000,0.008468516170978546,0.00812496431171894,15.354625701904297,18.31186294555664,0.755,0.755,107.0,95.5
207,5.234,527500,0.02743762731552124,0.026434721425175667,15.437689781188965,18.089447021484375,0.754,0.754,11.5,14.5
207,15.033,528000,0.09687512367963791,0.071623794734478,15.704421997070312,17.86631202697754,0.754,0.754,29.0,53.0
207,24.947,528500,0.15968836843967438,0.006377322133630514,15.600305557250977,17.320331573486328,0.754,0.754,103.5,96.5
208,9.366,529000,0.017670568078756332,0.009959276765584946,15.404321670532227,17.954368591308594,0.753,0.753,38.5,25.5
208,19.22,529500,0.025027340278029442,0.020790748298168182,14.949743270874023,18.095304489135742,0.753,0.753,114.5,82.0
209,8.882,530000,0.027113070711493492,0.010686240158975124,15.759990692138672,16.702028274536133,0.752,0.752,33.5,38.5
209,18.609,530500,0.04410095885396004,0.01015317253768444,15.084806442260742,16.866962432861328,0.752,0.752,90.0,90.0
210,5.277,531000,0.030084189027547836,0.06183130294084549,14.74155044555664,16.83481788635254,0.751,0.751,1.5,1.5
210,15.17,531500,0.10062170028686523,0.22667421400547028,15.532697677612305,16.713613510131836,0.751,0.751,53.0,12.5
211,0.471,532000,0.03529922664165497,0.3063321113586426,15.299973487854004,16.293415069580078,0.749,0.749,-3.0,-3.0
211,10.166,532500,0.013239684514701366,0.007327544502913952,15.357874870300293,16.48670768737793,0.749,0.749,60.0,55.0
211,19.664,533000,0.125406876206398,0.08061903715133667,15.274835586547852,15.848353385925293,0.749,0.749,105.0,100.0
212,8.305,533500,0.18737182021141052,0.05920848622918129,16.58511734008789,16.10728645324707,0.748,0.748,15.5,10.5
212,20.094,534000,0.005366225726902485,0.08685483783483505,15.676605224609375,15.941163063049316,0.748,0.748,104.5,88.0
213,12.249,534500,0.06041954457759857,0.07636717706918716,15.91870403289795,16.053190231323242,0.747,0.747,-7.5,7.0
213,27.683,535000,0.10028180480003357,0.015320006757974625,15.963109016418457,15.526801109313965,0.747,0.747,94.5,120.5
214,11.095,535500,0.09488242119550705,0.0414414219558239,16.346004486083984,15.911405563354492,0.746,0.746,35.0,36.5
214,21.758,536000,0.019562553614377975,0.051291219890117645,15.843511581420898,15.610698699951172,0.746,0.746,132.0,125.5
215,9.611,536500,0.16443389654159546,0.008347097784280777,16.356115341186523,15.2413969039917,0.745,0.745,17.5,56.5
215,19.744,537000,0.05909508839249611,0.020032985135912895,15.573060989379883,15.450248718261719,0.745,0.745,74.0,100.0
216,7.273,537500,0.053329888731241226,0.05976518616080284,16.181900024414062,15.250280380249023,0.744,0.744,38.0,39.5
216,17.403,538000,0.2413579821586609,0.009756490588188171,16.49034881591797,15.254144668579102,0.744,0.744,114.0,109.0
217,8.313,538500,0.01566695049405098,0.2079882025718689,15.653889656066895,15.08974838256836,0.742,0.742,2.5,4.0
217,17.893,539000,0.02078036405146122,0.01711280830204487,16.371917724609375,14.446487426757812,0.742,0.742,98.0,80.0
218,6.24,539500,0.09362602978944778,0.008018272928893566,17.345218658447266,14.13866138458252,0.741,0.741,-9.5,-9.5
218,15.911,540000,0.07568558305501938,0.008428017608821392,16.425003051757812,13.956535339355469,0.741,0.741,92.5,91.0
219,2.39,540500,0.02638212963938713,0.09852541983127594,16.256954193115234,13.524896621704102,0.74,0.74,-9.0,-9.0
219,12.405,541000,0.07174525409936905,0.03185151517391205,15.959822654724121,13.5426664352417,0.74,0.74,54.0,33.0
220,0.099,541500,0.1415031999349594,0.0048917680978775024,16.23126220703125,13.597864151000977,0.739,0.739,-1.5,-1.5
220,10.276,542000,0.09913380444049835,0.012662914581596851,16.973186492919922,13.051684379577637,0.739,0.739,11.0,17.5
220,20.059,542500,0.027090033516287804,0.01154620386660099,16.223690032958984,13.202882766723633,0.739,0.739,93.5,87.0
221,7.563,543000,0.12709257006645203,0.03524722158908844,15.787763595581055,13.007161140441895,0.738,0.738,4.0,5.5
221,17.603,543500,0.13878266513347626,0.021414389833807945,16.70532989501953,12.718544960021973,0.738,0.738,75.0,81.5
222,3.468,544000,0.05623627454042435,0.07183890044689178,16.690326690673828,12.527748107910156,0.736,0.736,-10.5,-10.5
222,13.282,544500,0.1174023374915123,0.01243127603083849,17.07235336303711,12.589752197265625,0.736,0.736,13.5,20.0
222,23.37,545000,0.018785104155540466,0.021276718005537987,15.622995376586914,12.643291473388672,0.736,0.736,45.5,50.5
223,3.793,545500,0.018276434391736984,0.012393091805279255,15.728839874267578,12.299736022949219,0.735,0.735,-13.5,-13.5
223,14.672,546000,0.11237412691116333,0.009302916005253792,16.648475646972656,12.329583168029785,0.735,0.735,44.5,23.5
223,24.552,546500,0.3103232681751251,0.006995844654738903,17.468643188476562,12.277013778686523,0.735,0.735,81.5,106.0
224,8.942,547000,0.013572455383837223,0.01596287079155445,16.238672256469727,11.907885551452637,0.734,0.734,-34.5,-31.5
224,18.908,547500,0.044612281024456024,0.013918603770434856,16.305994033813477,12.177678108215332,0.734,0.734,-70.5,-66.0
224,29.039,548000,0.08279678970575333,0.08987905830144882,15.90743637084961,12.347268104553223,0.734,0.734,-106.5,-99.0
224,38.98,548500,0.13091588020324707,0.014394409954547882,16.256072998046875,12.651403427124023,0.734,0.734,-142.5,-132.0
224,49.232,549000,0.09978365153074265,0.18862608075141907,17.242185592651367,12.284777641296387,0.734,0.734,-177.0,-165.0
224,58.81,549500,0.022246500477194786,0.21796411275863647,17.781705856323242,12.894972801208496,0.734,0.734,-214.5,-198.0
224,68.483,550000,0.02493489533662796,0.0018509919755160809,17.487632751464844,12.455810546875,0.734,0.734,-249.0,-229.5
224,78.511,550500,0.03525984287261963,0.03381780534982681,16.878070831298828,12.311775207519531,0.734,0.734,-285.0,-264.0
224,88.143,551000,0.06621022522449493,0.031381599605083466,18.097415924072266,12.907087326049805,0.734,0.734,-318.0,-297.0
225,8.01,551500,0.03989899531006813,0.0031706441659480333,18.347219467163086,12.607574462890625,0.733,0.733,-28.5,-28.5
225,18.085,552000,0.02450345829129219,0.016283581033349037,18.22334098815918,12.817686080932617,0.733,0.733,-64.5,-63.0
225,27.735,552500,0.036974336951971054,0.0704355239868164,17.068880081176758,12.409577369689941,0.733,0.733,-99.0,-94.5
225,37.371,553000,0.00524378614500165,0.046447962522506714,18.441139221191406,12.912727355957031,0.733,0.733,-133.5,-127.5
225,47.119,553500,0.0030630500987172127,0.03297945484519005,17.932287216186523,13.425403594970703,0.733,0.733,-168.0,-162.0
225,56.783,554000,0.008690020069479942,0.02101133018732071,18.913904190063477,12.953493118286133,0.733,0.733,-202.5,-195.0
225,66.473,554500,0.004661676939576864,0.005175547208636999,17.890071868896484,13.003433227539062,0.733,0.733,-237.0,-229.5
225,76.498,555000,0.01636095717549324,0.029382597655057907,17.91414451599121,13.103018760681152,0.733,0.733,-270.0,-261.0
225,86.405,555500,0.07569777220487595,0.005248368252068758,19.161203384399414,12.940496444702148,0.733,0.733,-303.0,-295.5
226,6.32,556000,0.03371810168027878,0.017899218946695328,17.699108123779297,13.465503692626953,0.732,0.732,-21.0,-22.5
226,16.311,556500,0.01287632342427969,0.005584105849266052,18.361833572387695,13.500773429870605,0.732,0.732,-54.0,-55.5
226,26.287,557000,0.004175595473498106,0.009486979804933071,18.009262084960938,13.50483512878418,0.732,0.732,-88.5,-90.0
226,36.521,557500,0.004716327413916588,0.00264922296628356,18.36024284362793,13.532943725585938,0.732,0.732,-121.5,-123.0
226,46.892,558000,0.027589980512857437,0.02582138404250145,17.69394302368164,13.97448444366455,0.732,0.732,-157.5,-156.0
226,56.829,558500,0.019947892054915428,0.021631741896271706,18.098644256591797,14.31245231628418,0.732,0.732,-192.0,-189.0
226,66.378,559000,0.011519689112901688,0.044188108295202255,17.26359748840332,13.87239933013916,0.732,0.732,-226.5,-223.5
226,76.291,559500,0.02022259682416916,0.040867678821086884,17.437747955322266,13.491730690002441,0.732,0.732,-261.0,-258.0
226,86.245,560000,0.0024884340818971395,0.007526345085352659,17.195030212402344,13.96407699584961,0.732,0.732,-294.0,-291.0
227,6.835,560500,0.017325004562735558,0.018411172553896904,16.931129455566406,14.175219535827637,0.73,0.73,-22.5,-22.5
227,16.656,561000,0.01150471530854702,0.057759154587984085,17.193925857543945,14.462059020996094,0.73,0.73,-57.0,-57.0
227,26.557,561500,0.004669197369366884,0.027371449396014214,16.562761306762695,14.372053146362305,0.73,0.73,-91.5,-90.0
227,36.558,562000,0.024452483281493187,0.019738541916012764,16.722761154174805,13.817850112915039,0.73,0.73,-126.0,-124.5
227,46.316,562500,0.0023043667897582054,0.004845459945499897,16.577980041503906,13.984575271606445,0.73,0.73,-159.0,-159.0
227,56.117,563000,0.03778352960944176,0.012871026992797852,16.602022171020508,14.191289901733398,0.73,0.73,-193.5,-192.0
227,66.371,563500,0.007793015334755182,0.010792422108352184,16.50009536743164,13.799126625061035,0.73,0.73,-226.5,-225.0
227,76.173,564000,0.022184358909726143,0.004523281008005142,16.187009811401367,13.49316692352295,0.73,0.73,-261.0,-259.5
227,86.027,564500,0.03591029345989227,0.0043464479967951775,16.126066207885742,14.158334732055664,0.73,0.73,-294.0,-292.5
228,6.025,565000,0.030470063909888268,0.005454903468489647,16.360095977783203,13.391632080078125,0.729,0.729,-21.0,-19.5
228,15.968,565500,0.0016871627885848284,0.010043266229331493,16.056833267211914,13.148308753967285,0.729,0.729,-55.5,-52.5
228,25.792,566000,0.023232797160744667,0.005934184417128563,15.689230918884277,13.296321868896484,0.729,0.729,-90.0,-87.0
228,36.047,566500,0.023638082668185234,0.001060929149389267,15.515233993530273,12.81845474243164,0.729,0.729,-123.0,-121.5
228,45.883,567000,0.01889735832810402,0.007725736126303673,15.480731010437012,13.022249221801758,0.729,0.729,-157.5,-154.5
228,56.023,567500,0.004824426025152206,0.0011509271571412683,15.836321830749512,12.486749649047852,0.729,0.729,-190.5,-189.0
228,66.242,568000,0.004366004839539528,0.009071302600204945,15.240036964416504,12.25380802154541,0.729,0.729,-223.5,-222.0
228,76.433,568500,0.004026309587061405,0.0010945150861516595,15.491632461547852,12.276618957519531,0.729,0.729,-256.5,-255.0
228,86.431,569000,0.0029172974172979593,0.005623600445687771,15.541269302368164,12.249908447265625,0.729,0.729,-289.5,-289.5
229,6.874,569500,0.0035818906035274267,0.0014788595726713538,14.98653507232666,11.766371726989746,0.728,0.728,-21.0,-21.0
229,16.633,570000,0.005803072825074196,0.007121325470507145,15.036149978637695,11.38940143585205,0.728,0.728,-54.0,-54.0
229,26.317,570500,0.010698609054088593,0.001666308380663395,15.03260326385498,11.159214973449707,0.728,0.728,-85.5,-88.5
229,36.335,571000,0.016941754147410393,0.004619392566382885,15.434646606445312,11.205209732055664,0.728,0.728,-117.0,-121.5
229,46.318,571500,0.02509566769003868,0.0010313631501048803,15.805408477783203,10.814342498779297,0.728,0.728,-150.0,-154.5
229,56.33,572000,0.022033607587218285,0.0037928414531052113,15.403127670288086,10.47612190246582,0.728,0.728,-184.5,-186.0
229,66.802,572500,0.028193335980176926,0.0006696018390357494,15.725921630859375,10.437211036682129,0.728,0.728,-216.0,-219.0
229,76.598,573000,0.02394520305097103,0.0043327477760612965,15.481338500976562,10.661226272583008,0.728,0.728,-250.5,-253.5
229,86.326,573500,0.008858419954776764,0.0008990114438347518,15.796164512634277,10.25853157043457,0.728,0.728,-283.5,-286.5
230,6.261,574000,0.024838870391249657,0.0029097844380885363,15.540279388427734,10.042670249938965,0.727,0.727,-22.5,-21.0
230,16.002,574500,0.010828613303601742,0.0022652423940598965,16.214174270629883,9.76754379272461,0.727,0.727,-54.0,-54.0
230,26.079,575000,0.028235280886292458,0.0037424927577376366,15.878722190856934,9.679872512817383,0.727,0.727,-88.5,-87.0
230,36.232,575500,0.026418274268507957,0.0012514643603935838,16.197450637817383,9.554476737976074,0.727,0.727,-123.0,-121.5
230,46.279,576000,0.018695710226893425,0.007753453217446804,16.537124633789062,9.480521202087402,0.727,0.727,-154.5,-157.5
230,56.157,576500,0.06925927102565765,0.0019480244955047965,16.905881881713867,9.2965669631958,0.727,0.727,-190.5,-190.5
230,66.082,577000,0.041930533945560455,0.0023723342455923557,17.424739837646484,9.104198455810547,0.727,0.727,-223.5,-225.0
230,75.895,577500,0.04892558231949806,0.0004911288269795477,18.057571411132812,8.959457397460938,0.727,0.727,-258.0,-256.5
230,85.66,578000,0.02476261928677559,0.002433988731354475,18.23232078552246,8.925981521606445,0.727,0.727,-291.0,-289.5
231,6.273,578500,0.1071954220533371,0.000787166936788708,17.667009353637695,8.89220142364502,0.726,0.726,-21.0,-21.0
231,16.658,579000,0.013330819085240364,0.0018619687762111425,17.930130004882812,8.575932502746582,0.726,0.726,-54.0,-54.0
231,26.758,579500,0.09621179848909378,0.0009498801082372665,18.008344650268555,8.536377906799316,0.726,0.726,-88.5,-88.5
231,36.913,580000,0.14544212818145752,0.0017558283871039748,18.349042892456055,8.445777893066406,0.726,0.726,-121.5,-123.0
231,47.112,580500,0.051366835832595825,0.000645410327706486,19.2141056060791,8.152724266052246,0.726,0.726,-156.0,-156.0
231,57.618,581000,0.014432531781494617,0.0014772413996979594,19.103469848632812,8.151758193969727,0.726,0.726,-189.0,-189.0
231,67.624,581500,0.0650765672326088,0.003089827485382557,18.896038055419922,8.311091423034668,0.726,0.726,-222.0,-223.5
231,77.444,582000,0.06613621860742569,0.0015058829449117184,18.982725143432617,8.165792465209961,0.726,0.726,-253.5,-256.5
231,87.249,582500,0.03750975430011749,0.0006893732934258878,19.52161407470703,8.027244567871094,0.726,0.726,-286.5,-288.0
232,7.229,583000,0.03549680858850479,0.0014691196847707033,19.657690048217773,8.065164566040039,0.725,0.725,-25.5,-24.0
232,17.277,583500,0.024999473243951797,0.0006252039456740022,19.301671981811523,7.700944900512695,0.725,0.725,-58.5,-60.0
232,27.533,584000,0.05719708651304245,0.0011226005153730512,19.957775115966797,7.68648624420166,0.725,0.725,-93.0,-93.0
232,37.471,584500,0.03993779048323631,0.004052495583891869,19.694902420043945,7.484199523925781,0.725,0.725,-127.5,-127.5
232,47.624,585000,0.03609747439622879,0.003970818128436804,19.855182647705078,7.390535354614258,0.725,0.725,-160.5,-162.0
232,57.628,585500,0.021672779694199562,0.0026147249154746532,20.441055297851562,7.315569877624512,0.725,0.725,-195.0,-196.5
232,67.423,586000,0.019962817430496216,0.006413925439119339,20.4509334564209,7.294937610626221,0.725,0.725,-228.0,-228.0
232,77.312,586500,0.06104755401611328,0.0004444173537194729,20.685007095336914,7.243268966674805,0.725,0.725,-262.5,-262.5
232,87.502,587000,0.013413178734481335,0.003593730041757226,20.741479873657227,7.3150248527526855,0.725,0.725,-297.0,-295.5
233,7.374,587500,0.0892191082239151,0.0010403483174741268,20.1745662689209,7.0427327156066895,0.723,0.723,-27.0,-25.5
233,17.4,588000,0.10609797388315201,0.0010662319837138057,20.140785217285156,7.15968656539917,0.723,0.723,-63.0,-58.5
233,27.44,588500,0.010100281797349453,0.004188306163996458,20.184106826782227,7.052886962890625,0.723,0.723,-99.0,-93.0
233,37.265,589000,0.030516063794493675,0.001454790122807026,20.37769317626953,7.094236373901367,0.723,0.723,-132.0,-127.5
233,47.453,589500,0.05237899348139763,0.0014451583847403526,20.01602554321289,6.880053520202637,0.723,0.723,-165.0,-159.0
233,57.831,590000,0.015244774520397186,0.0013009820831939578,20.1569766998291,6.845135688781738,0.723,0.723,-198.0,-195.0
233,67.865,590500,0.03624112904071808,0.004137255251407623,20.158626556396484,6.690499305725098,0.723,0.723,-232.5,-228.0
233,77.895,591000,0.06289026886224747,0.0012113482225686312,20.16351890563965,6.671846389770508,0.723,0.723,-265.5,-262.5
